馬券タイプ,賭ける馬の人気,賭けた回数,当たり回数,収益
馬単,11 → 18,3183,1,-14650
三連単,11 → 8 → 14,24756,1,-17170
三連単,8 → 7 → 4,35654,9,-17460
三連単,9 → 8 → 13,27752,1,-17720
三連単,9 → 11 → 4,32464,3,-18980
三連単,4 → 7 → 9,35059,8,-20680
三連複,1 - 8 - 17,3933,2,-20750
三連単,5 → 3 → 8,35657,26,-21400
三連単,1 → 17 → 7,3826,1,-24700
三連単,3 → 12 → 11,30497,2,-27230
三連単,10 → 14 → 13,24745,1,-28240
三連単,8 → 12 → 10,30489,3,-29000
三連単,1 → 5 → 15,21085,7,-29810
三連複,7 - 13 - 17,3926,1,-30210
三連単,16 → 3 → 7,16433,1,-31020
三連複,7 - 11 - 17,3931,1,-31230
三連単,16 → 5 → 2,16434,1,-34530
三連単,8 → 6 → 9,35047,4,-35690
三連単,11 → 5 → 13,27755,2,-37620
三連複,1 - 9 - 17,3932,2,-39170
三連単,8 → 12 → 4,30499,3,-40550
三連単,1 → 4 → 16,16436,6,-41750
馬単,6 → 18,3184,1,-41900
馬単,2 → 13,28763,76,-42980
三連単,1 → 16 → 14,16412,1,-51180
三連複,3 - 5 - 11,33616,62,-51960
三連単,1 → 2 → 18,3100,2,-52290
三連単,9 → 11 → 5,32462,3,-55670
三連単,11 → 2 → 9,32464,5,-56650
三連単,2 → 7 → 16,16432,1,-57580
三連単,2 → 15 → 11,21078,1,-58310
三連単,6 → 9 → 12,30495,3,-60250
三連単,5 → 11 → 2,32471,10,-60320
三連複,11 - 12 - 13,28731,4,-62960
三連単,1 → 14 → 9,24767,6,-66420
三連単,7 → 2 → 3,35887,44,-67150
三連単,10 → 7 → 9,33999,4,-67410
三連単,4 → 2 → 9,35062,39,-73430
三連単,10 → 13 → 7,27760,1,-75570
三連単,8 → 11 → 4,32463,4,-78450
三連単,5 → 11 → 15,21077,1,-78460
三連単,3 → 17 → 2,3827,1,-80280
三連単,5 → 2 → 16,16434,2,-82420
三連単,10 → 1 → 4,34012,21,-82480
三連単,8 → 7 → 10,33998,2,-82780
三連単,6 → 14 → 1,24770,5,-82870
馬単,16 → 2,17028,9,-84660
三連単,1 → 14 → 6,24770,7,-88220
馬単,11 → 17,3932,1,-90220
三連単,4 → 14 → 2,24773,4,-91570
三連単,5 → 14 → 2,24772,2,-91750
三連複,1 - 4 - 17,3933,4,-95620
三連複,3 - 10 - 16,17021,3,-95880
三連単,3 → 5 → 11,32472,16,-97040
三連複,2 - 5 - 18,3184,1,-97080
三連単,12 → 2 → 1,30510,14,-100140
ワイド,5 - 18,3184,6,-101650
三連単,12 → 1 → 3,30511,13,-105130
三連単,6 → 5 → 16,16431,2,-110040
三連単,9 → 13 → 4,27762,1,-111620
ワイド,7 - 17,3932,11,-111690
三連複,10 - 11 - 12,31572,2,-115860
三連単,8 → 10 → 3,34002,3,-116250
三連単,4 → 7 → 6,35881,19,-116340
三連単,15 → 2 → 4,21086,2,-117320
三連複,3 - 7 - 10,35184,62,-119710
三連複,3 - 6 - 18,3184,1,-120060
三連単,1 → 10 → 15,21080,2,-120350
三連複,6 - 10 - 12,31580,6,-122060
三連単,9 → 4 → 3,35063,15,-123720
三連複,3 - 4 - 17,3933,2,-124530
三連単,1 → 8 → 9,35053,29,-126760
三連単,7 → 3 → 2,35887,46,-128190
三連単,8 → 10 → 2,34001,7,-128780
三連単,2 → 15 → 3,21086,3,-131190
三連単,4 → 1 → 6,35958,125,-132450
三連単,3 → 7 → 5,35885,31,-132990
三連単,2 → 3 → 12,30510,22,-135190
馬単,8 → 5,36869,120,-138420
三連単,6 → 1 → 9,35058,32,-139050
馬単,10 → 18,3183,1,-139170
三連単,4 → 15 → 7,21084,1,-140510
三連単,1 → 2 → 17,3827,1,-142180
三連単,10 → 1 → 6,34007,18,-142200
三連単,1 → 16 → 9,16432,1,-142550
ワイド,12 - 18,3179,3,-144230
三連単,5 → 2 → 9,35060,33,-146490
三連単,6 → 7 → 3,35882,24,-147260
三連複,1 - 4 - 18,3184,1,-149140
三連単,3 → 2 → 11,32474,27,-149790
三連複,2 - 5 - 17,3933,2,-153070
三連単,2 → 12 → 1,30510,24,-154540
三連複,3 - 13 - 14,25656,5,-154570
馬単,4 → 18,3184,1,-154750
三連複,1 - 3 - 18,3184,1,-155020
三連複,3 - 7 - 15,21852,8,-156900
三連単,6 → 2 → 1,35958,126,-158180
馬連,11 - 18,3183,1,-158350
ワイド,3 - 17,3933,14,-161270
三連単,5 → 8 → 14,24763,2,-162210
三連単,2 → 4 → 8,35658,52,-162420
三連複,4 - 5 - 14,25679,15,-162970
三連単,6 → 1 → 13,27767,7,-163840
三連複,4 - 11 - 14,25672,5,-163910
三連単,13 → 8 → 7,27757,2,-164570
馬連,4 - 17,3933,2,-166260
三連単,7 → 16 → 2,16432,1,-166980
三連単,12 → 11 → 3,30497,2,-168470
三連単,2 → 5 → 12,30507,15,-169450
ワイド,2 - 18,3184,8,-169520
馬単,4 → 17,3933,1,-169600
三連単,13 → 2 → 9,27762,2,-170010
三連単,10 → 2 → 12,30499,2,-170890
三連複,2 - 13 - 16,17011,2,-171260
三連複,5 - 12 - 16,17015,1,-171440
ワイド,4 - 18,3184,5,-174650
馬単,2 → 18,3184,1,-175210
馬連,6 - 18,3184,1,-176640
三連単,1 → 4 → 15,21087,7,-176740
三連複,4 - 5 - 17,3933,1,-176750
三連複,1 - 8 - 18,3184,1,-177220
三連単,2 → 9 → 4,35062,32,-177530
三連複,1 - 7 - 17,3932,2,-178430
三連単,2 → 15 → 7,21083,3,-179420
三連複,2 - 11 - 16,17023,4,-179710
複勝,18,3184,27,-180080
馬単,9 → 18,3184,1,-182520
三連単,4 → 11 → 13,27757,2,-182780
三連単,12 → 1 → 5,30508,7,-183700
三連単,11 → 15 → 3,21079,1,-185490
三連単,1 → 5 → 11,32472,34,-185560
三連単,2 → 13 → 3,27771,10,-186510
ワイド,3 - 18,3184,7,-186910
三連複,1 - 7 - 18,3183,1,-188470
三連複,2 - 11 - 14,25672,7,-188640
馬単,12 → 9,31589,15,-189390
三連単,7 → 3 → 8,35655,14,-189420
三連単,13 → 2 → 7,27767,4,-190200
三連複,2 - 12 - 16,17015,3,-190590
三連単,15 → 7 → 1,21084,2,-191430
ワイド,10 - 18,3183,3,-191530
三連複,2 - 7 - 17,3932,1,-193200
三連複,3 - 7 - 18,3183,1,-194860
三連単,4 → 12 → 2,30509,8,-197310
三連単,3 → 9 → 2,35063,26,-199010
三連単,3 → 4 → 7,35887,55,-200870
三連単,16 → 14 → 3,16412,1,-201080
馬連,14 - 17,3922,1,-201300
三連複,5 - 6 - 14,25675,7,-203080
三連単,4 → 1 → 11,32474,31,-203440
馬単,3 → 17,3933,2,-204190
三連複,1 - 12 - 17,3926,1,-204220
馬連,10 - 18,3183,1,-205470
三連単,6 → 8 → 4,35653,17,-206490
三連単,8 → 6 → 2,35653,17,-206550
三連単,4 → 6 → 5,35955,37,-206650
三連単,4 → 2 → 14,24773,8,-206690
三連複,1 - 14 - 16,17002,3,-206940
馬単,17 → 9,3932,1,-207360
三連単,13 → 6 → 2,27766,4,-207590
三連単,4 → 6 → 10,34006,8,-210250
三連単,10 → 7 → 2,34008,8,-210680
三連単,7 → 1 → 6,35882,44,-211140
三連単,9 → 2 → 13,27762,2,-211890
三連単,10 → 1 → 16,16429,1,-211910
馬単,1 → 18,3184,1,-213380
三連単,9 → 3 → 4,35063,17,-213910
馬連,13 - 17,3927,2,-214430
ワイド,6 - 18,3184,3,-219210
三連複,5 - 14 - 16,17001,1,-219310
馬連,2 - 18,3184,1,-220040
ワイド,9 - 18,3184,3,-220780
三連単,2 → 8 → 12,30499,11,-222100
三連複,2 - 3 - 18,3184,1,-222210
馬連,9 - 18,3184,1,-222390
三連単,8 → 2 → 3,35659,28,-222470
三連複,8 - 11 - 14,25663,4,-223320
三連単,8 → 6 → 11,32458,5,-225230
ワイド,1 - 18,3184,8,-225400
三連単,14 → 2 → 9,24766,1,-227020
複勝,17,3933,46,-230690
ワイド,8 - 18,3184,3,-231060
三連単,6 → 13 → 12,27750,1,-231550
ワイド,11 - 18,3183,2,-231830
三連単,12 → 2 → 14,24758,1,-232720
三連単,1 → 15 → 14,21059,1,-232970
三連単,6 → 11 → 12,30491,1,-233590
三連複,6 - 7 - 10,35178,27,-233660
ワイド,5 - 17,3933,8,-233830
三連複,6 - 7 - 12,31589,14,-234320
ワイド,4 - 17,3933,8,-234600
三連単,5 → 10 → 1,34010,14,-237640
三連単,1 → 8 → 3,35660,113,-240220
三連単,5 → 8 → 11,32461,5,-241960
三連複,1 - 2 - 18,3184,2,-242280
馬連,11 - 17,3932,1,-242540
三連単,10 → 12 → 8,30489,2,-243030
三連単,13 → 5 → 7,27765,2,-243770
馬単,8 → 17,3933,1,-244030
ワイド,1 - 17,3933,17,-245800
三連複,3 - 12 - 15,21840,2,-247950
馬連,1 - 18,3184,1,-248340
馬単,3 → 18,3184,1,-249610
三連単,13 → 2 → 4,27770,5,-251760
馬連,2 - 13,28763,106,-253510
三連単,4 → 12 → 5,30507,5,-253800
三連単,10 → 3 → 5,34010,8,-254100
三連複,2 - 8 - 17,3933,1,-255030
三連複,4 - 7 - 17,3932,1,-255830
三連単,12 → 2 → 9,30500,1,-256170
馬連,4 - 18,3184,1,-258240
三連単,8 → 11 → 3,32464,3,-258570
ワイド,2 - 17,3933,12,-258860
単勝,18,3184,2,-258880
ワイド,14 - 17,3922,2,-260140
三連単,6 → 5 → 10,34004,11,-260340
三連単,6 → 11 → 9,32459,3,-261090
三連単,10 → 2 → 15,21079,1,-261410
三連複,1 - 5 - 17,3933,1,-263120
三連単,4 → 16 → 1,16436,3,-263770
三連単,5 → 9 → 4,35060,13,-267410
三連単,8 → 12 → 3,30500,3,-267420
三連複,1 - 2 - 17,3933,2,-267610
三連単,10 → 1 → 2,34012,32,-268370
三連単,9 → 8 → 1,35053,12,-269380
ワイド,15 - 18,3178,1,-269680
三連単,3 → 12 → 2,30510,13,-271710
三連単,8 → 11 → 1,32464,7,-272270
馬連,1 - 17,3933,5,-273220
ワイド,9 - 17,3932,4,-273610
三連単,5 → 6 → 16,16431,1,-277600
馬単,1 → 17,3933,4,-278030
三連単,8 → 3 → 7,35655,13,-278130
馬単,2 → 17,3933,2,-278600
三連単,10 → 5 → 2,34009,10,-278720
三連単,14 → 7 → 8,24761,1,-279740
ワイド,8 - 17,3933,4,-280100
馬連,3 - 18,3184,1,-280300
ワイド,7 - 18,3183,2,-281700
三連複,2 - 4 - 14,25680,30,-282960
三連単,13 → 4 → 3,27771,4,-283640
三連複,1 - 7 - 11,33615,77,-284030
三連単,12 → 2 → 5,30507,5,-284090
ワイド,11 - 17,3932,3,-284720
馬連,3 - 17,3933,2,-285590
三連単,13 → 2 → 5,27768,5,-286080
三連単,3 → 12 → 10,30500,4,-286920
馬連,9 - 17,3932,1,-287350
三連複,8 - 14 - 16,16997,1,-288760
三連単,16 → 3 → 2,16435,1,-289000
三連複,1 - 5 - 15,21853,22,-289280
三連単,1 → 8 → 5,35657,69,-289540
三連単,6 → 8 → 9,35047,7,-291450
三連複,5 - 7 - 16,17025,1,-291510
三連単,1 → 2 → 12,30510,71,-293340
馬連,8 - 17,3933,1,-293820
三連単,9 → 2 → 12,30500,4,-293890
三連単,5 → 6 → 10,34004,9,-295720
三連単,6 → 3 → 16,16432,1,-296300
三連複,2 - 6 - 17,3933,1,-296840
三連複,1 - 11 - 14,25673,15,-297160
三連単,11 → 6 → 3,32469,7,-297810
三連単,12 → 1 → 2,30510,16,-300910
三連単,6 → 7 → 2,35881,26,-301980
三連単,10 → 15 → 3,21080,1,-302100
三連単,1 → 13 → 9,27763,8,-302780
三連複,2 - 12 - 15,21839,4,-303740
三連単,7 → 1 → 9,35060,15,-304450
三連単,8 → 2 → 7,35654,14,-306980
単勝,17,3933,4,-308570
三連単,14 → 16 → 18,3087,0,-308700
三連単,14 → 18 → 16,3087,0,-308700
三連単,16 → 14 → 18,3087,0,-308700
三連単,16 → 18 → 14,3087,0,-308700
三連単,18 → 14 → 16,3087,0,-308700
三連単,18 → 16 → 14,3087,0,-308700
馬連,11 - 12,31585,25,-308720
三連単,14 → 17 → 18,3088,0,-308800
三連単,14 → 18 → 17,3088,0,-308800
三連単,17 → 14 → 18,3088,0,-308800
三連単,17 → 18 → 14,3088,0,-308800
三連単,18 → 14 → 17,3088,0,-308800
三連単,18 → 17 → 14,3088,0,-308800
三連単,12 → 14 → 18,3089,0,-308900
三連単,12 → 18 → 14,3089,0,-308900
三連単,13 → 14 → 18,3089,0,-308900
三連単,13 → 18 → 14,3089,0,-308900
三連単,14 → 12 → 18,3089,0,-308900
三連単,14 → 13 → 18,3089,0,-308900
三連単,14 → 15 → 18,3089,0,-308900
三連単,14 → 18 → 12,3089,0,-308900
三連単,14 → 18 → 13,3089,0,-308900
三連単,14 → 18 → 15,3089,0,-308900
三連単,15 → 14 → 18,3089,0,-308900
三連単,15 → 16 → 18,3089,0,-308900
三連単,15 → 18 → 14,3089,0,-308900
三連単,15 → 18 → 16,3089,0,-308900
三連単,16 → 15 → 18,3089,0,-308900
三連単,16 → 17 → 18,3089,0,-308900
三連単,16 → 18 → 15,3089,0,-308900
三連単,16 → 18 → 17,3089,0,-308900
三連単,17 → 16 → 18,3089,0,-308900
三連単,17 → 18 → 16,3089,0,-308900
三連単,18 → 12 → 14,3089,0,-308900
三連単,18 → 13 → 14,3089,0,-308900
三連単,18 → 14 → 12,3089,0,-308900
三連単,18 → 14 → 13,3089,0,-308900
三連単,18 → 14 → 15,3089,0,-308900
三連単,18 → 15 → 14,3089,0,-308900
三連単,18 → 15 → 16,3089,0,-308900
三連単,18 → 16 → 15,3089,0,-308900
三連単,18 → 16 → 17,3089,0,-308900
三連単,18 → 17 → 16,3089,0,-308900
三連単,12 → 16 → 18,3090,0,-309000
三連単,12 → 18 → 16,3090,0,-309000
三連単,13 → 16 → 18,3090,0,-309000
三連単,13 → 18 → 16,3090,0,-309000
三連単,15 → 17 → 18,3090,0,-309000
三連単,15 → 18 → 17,3090,0,-309000
三連単,16 → 12 → 18,3090,0,-309000
三連単,16 → 13 → 18,3090,0,-309000
三連単,16 → 18 → 12,3090,0,-309000
三連単,16 → 18 → 13,3090,0,-309000
三連単,17 → 15 → 18,3090,0,-309000
三連単,17 → 18 → 15,3090,0,-309000
三連単,18 → 12 → 16,3090,0,-309000
三連単,18 → 13 → 16,3090,0,-309000
三連単,18 → 15 → 17,3090,0,-309000
三連単,18 → 16 → 12,3090,0,-309000
三連単,18 → 16 → 13,3090,0,-309000
三連単,18 → 17 → 15,3090,0,-309000
三連単,8 → 3 → 5,35657,16,-309080
三連単,12 → 15 → 18,3091,0,-309100
三連単,12 → 17 → 18,3091,0,-309100
三連単,12 → 18 → 15,3091,0,-309100
三連単,12 → 18 → 17,3091,0,-309100
三連単,13 → 15 → 18,3091,0,-309100
三連単,13 → 17 → 18,3091,0,-309100
三連単,13 → 18 → 15,3091,0,-309100
三連単,13 → 18 → 17,3091,0,-309100
三連単,15 → 12 → 18,3091,0,-309100
三連単,15 → 13 → 18,3091,0,-309100
三連単,15 → 18 → 12,3091,0,-309100
三連単,15 → 18 → 13,3091,0,-309100
三連単,17 → 12 → 18,3091,0,-309100
三連単,17 → 13 → 18,3091,0,-309100
三連単,17 → 18 → 12,3091,0,-309100
三連単,17 → 18 → 13,3091,0,-309100
三連単,18 → 12 → 15,3091,0,-309100
三連単,18 → 12 → 17,3091,0,-309100
三連単,18 → 13 → 15,3091,0,-309100
三連単,18 → 13 → 17,3091,0,-309100
三連単,18 → 15 → 12,3091,0,-309100
三連単,18 → 15 → 13,3091,0,-309100
三連単,18 → 17 → 12,3091,0,-309100
三連単,18 → 17 → 13,3091,0,-309100
三連単,7 → 14 → 18,3092,0,-309200
三連単,7 → 18 → 14,3092,0,-309200
三連単,10 → 14 → 18,3092,0,-309200
三連単,10 → 18 → 14,3092,0,-309200
三連単,11 → 14 → 18,3092,0,-309200
三連単,11 → 18 → 14,3092,0,-309200
三連単,12 → 13 → 18,3092,0,-309200
三連単,12 → 18 → 13,3092,0,-309200
三連単,13 → 12 → 18,3092,0,-309200
三連単,13 → 18 → 12,3092,0,-309200
三連単,14 → 7 → 18,3092,0,-309200
三連単,14 → 10 → 18,3092,0,-309200
三連単,14 → 11 → 18,3092,0,-309200
三連単,14 → 18 → 7,3092,0,-309200
三連単,14 → 18 → 10,3092,0,-309200
三連単,14 → 18 → 11,3092,0,-309200
三連単,18 → 7 → 14,3092,0,-309200
三連単,18 → 10 → 14,3092,0,-309200
三連単,18 → 11 → 14,3092,0,-309200
三連単,18 → 12 → 13,3092,0,-309200
三連単,18 → 13 → 12,3092,0,-309200
三連単,18 → 14 → 7,3092,0,-309200
三連単,18 → 14 → 10,3092,0,-309200
三連単,18 → 14 → 11,3092,0,-309200
三連単,1 → 14 → 18,3093,0,-309300
三連単,1 → 18 → 14,3093,0,-309300
三連単,2 → 14 → 18,3093,0,-309300
三連単,2 → 18 → 14,3093,0,-309300
三連単,3 → 14 → 18,3093,0,-309300
三連単,3 → 18 → 14,3093,0,-309300
三連単,4 → 14 → 18,3093,0,-309300
三連単,4 → 18 → 14,3093,0,-309300
三連単,5 → 14 → 18,3093,0,-309300
三連単,5 → 18 → 14,3093,0,-309300
三連単,6 → 14 → 18,3093,0,-309300
三連単,6 → 18 → 14,3093,0,-309300
三連単,7 → 16 → 18,3093,0,-309300
三連単,7 → 18 → 16,3093,0,-309300
三連単,8 → 14 → 18,3093,0,-309300
三連単,8 → 18 → 14,3093,0,-309300
三連単,9 → 14 → 18,3093,0,-309300
三連単,9 → 18 → 14,3093,0,-309300
三連単,10 → 16 → 18,3093,0,-309300
三連単,10 → 18 → 16,3093,0,-309300
三連単,11 → 16 → 18,3093,0,-309300
三連単,11 → 18 → 16,3093,0,-309300
三連単,14 → 1 → 18,3093,0,-309300
三連単,14 → 2 → 18,3093,0,-309300
三連単,14 → 3 → 18,3093,0,-309300
三連単,14 → 4 → 18,3093,0,-309300
三連単,14 → 5 → 18,3093,0,-309300
三連単,14 → 6 → 18,3093,0,-309300
三連単,14 → 8 → 18,3093,0,-309300
三連単,14 → 9 → 18,3093,0,-309300
三連単,14 → 18 → 1,3093,0,-309300
三連単,14 → 18 → 2,3093,0,-309300
三連単,14 → 18 → 3,3093,0,-309300
三連単,14 → 18 → 4,3093,0,-309300
三連単,14 → 18 → 5,3093,0,-309300
三連単,14 → 18 → 6,3093,0,-309300
三連単,14 → 18 → 8,3093,0,-309300
三連単,14 → 18 → 9,3093,0,-309300
三連単,16 → 7 → 18,3093,0,-309300
三連単,16 → 10 → 18,3093,0,-309300
三連単,16 → 11 → 18,3093,0,-309300
三連単,16 → 18 → 7,3093,0,-309300
三連単,16 → 18 → 10,3093,0,-309300
三連単,16 → 18 → 11,3093,0,-309300
三連単,18 → 1 → 14,3093,0,-309300
三連単,18 → 2 → 14,3093,0,-309300
三連単,18 → 3 → 14,3093,0,-309300
三連単,18 → 4 → 14,3093,0,-309300
三連単,18 → 5 → 14,3093,0,-309300
三連単,18 → 6 → 14,3093,0,-309300
三連単,18 → 7 → 16,3093,0,-309300
三連単,18 → 8 → 14,3093,0,-309300
三連単,18 → 9 → 14,3093,0,-309300
三連単,18 → 10 → 16,3093,0,-309300
三連単,18 → 11 → 16,3093,0,-309300
三連単,18 → 14 → 1,3093,0,-309300
三連単,18 → 14 → 2,3093,0,-309300
三連単,18 → 14 → 3,3093,0,-309300
三連単,18 → 14 → 4,3093,0,-309300
三連単,18 → 14 → 5,3093,0,-309300
三連単,18 → 14 → 6,3093,0,-309300
三連単,18 → 14 → 8,3093,0,-309300
三連単,18 → 14 → 9,3093,0,-309300
三連単,18 → 16 → 7,3093,0,-309300
三連単,18 → 16 → 10,3093,0,-309300
三連単,18 → 16 → 11,3093,0,-309300
三連単,1 → 16 → 18,3094,0,-309400
三連単,1 → 18 → 16,3094,0,-309400
三連単,2 → 16 → 18,3094,0,-309400
三連単,2 → 18 → 16,3094,0,-309400
三連単,3 → 16 → 18,3094,0,-309400
三連単,3 → 18 → 16,3094,0,-309400
三連単,4 → 16 → 18,3094,0,-309400
三連単,4 → 18 → 16,3094,0,-309400
三連単,5 → 16 → 18,3094,0,-309400
三連単,5 → 18 → 16,3094,0,-309400
三連単,6 → 16 → 18,3094,0,-309400
三連単,6 → 18 → 16,3094,0,-309400
三連単,7 → 15 → 18,3094,0,-309400
三連単,7 → 17 → 18,3094,0,-309400
三連単,7 → 18 → 15,3094,0,-309400
三連単,7 → 18 → 17,3094,0,-309400
三連単,8 → 16 → 18,3094,0,-309400
三連単,8 → 18 → 16,3094,0,-309400
三連単,9 → 16 → 18,3094,0,-309400
三連単,9 → 18 → 16,3094,0,-309400
三連単,10 → 15 → 18,3094,0,-309400
三連単,10 → 17 → 18,3094,0,-309400
三連単,10 → 18 → 15,3094,0,-309400
三連単,10 → 18 → 17,3094,0,-309400
三連単,11 → 15 → 18,3094,0,-309400
三連単,11 → 17 → 18,3094,0,-309400
三連単,11 → 18 → 15,3094,0,-309400
三連単,11 → 18 → 17,3094,0,-309400
三連単,15 → 7 → 18,3094,0,-309400
三連単,15 → 10 → 18,3094,0,-309400
三連単,15 → 11 → 18,3094,0,-309400
三連単,15 → 18 → 7,3094,0,-309400
三連単,15 → 18 → 10,3094,0,-309400
三連単,15 → 18 → 11,3094,0,-309400
三連単,16 → 1 → 18,3094,0,-309400
三連単,16 → 2 → 18,3094,0,-309400
三連単,16 → 3 → 18,3094,0,-309400
三連単,16 → 4 → 18,3094,0,-309400
